6380.47811 -0.22095670947723836
6380.57811 0.3771126938799183
6380.67811 0.3649373322727516
6380.77811 -0.14080587428940072
6380.87811 0.08488228867618422
6380.97811 -0.6390892936945042
6381.07811 0.553219404815591
6381.17811 0.32690164098532537
6381.27811 -0.3448101507843727
6381.37811 0.5873119984384604
6381.47811 0.6086223655681259
6381.57811 0.7773765474506558
6381.67811 0.41539256111497447
6381.77811 1.6748962798340714
6381.87811 1.1752655781857426
6381.97811 1.264786541898774
6382.07811 1.0798862289755025
6382.17811 1.4506103033395927
6382.27811 1.4428865015749297
6382.37811 1.250269648109008
6382.47811 1.0127415825457766
6382.57811 1.382490139514988
6382.67811 2.0177983662916175
6382.77811 2.087496856272466
6382.87811 1.9499641075862617
6382.97811 2.6816402858681654
6383.07811 2.1873058375246526
6383.17811 1.419158543555248
6383.27811 2.2685434054908664
6383.37811 2.2718323301713816
6383.47811 2.307140034313484
6383.57811 2.6395787435467337
6383.67811 2.704201742292642
6383.77811 2.811865733596573
6383.87811 2.681214140472852
6383.97811 2.568908126690392
6384.07811 2.1533893474680856
6384.17811 2.4472046770510323
6384.27811 2.7986077312676074
6384.37811 2.5653502748212205
6384.47811 2.610395593477325
6384.57811 1.8102168739355675
6384.67811 2.681712717735615
6384.77811 3.4587993823491354
6384.87811 3.425637742443949
6384.97811 2.7739196865067077
6385.07811 2.5853164723596516
6385.17811 2.943081777649994
6385.27811 2.7082548605652406
6385.37811 2.2545462704865784
6385.47811 2.8240910533994095
6385.57811 2.606962565439862
6385.67811 3.0277473690981394
6385.77811 3.249347099277401
6385.87811 3.3581720639643713
6385.97811 2.756988042451092
6386.07811 2.934796227198915
6386.17811 2.838676081958251
6386.27811 2.561992921798863
6386.37811 2.834503189928717
6386.47811 2.8314652596194105
6386.57811 3.4882149586584403
6386.67811 2.7970750718822566
6386.77811 2.8505569544776286
6386.87811 3.2814224974125663
6386.97811 2.72295076568416
6387.07811 3.0279741388355252
6387.17811 2.2457785227129663
6387.27811 2.658301904203728
6387.37811 2.861622196070238
6387.47811 2.870619024769323
6387.57811 2.570035652850206
6387.67811 2.5658910823786742
6387.77811 2.983519499758735
6387.87811 3.0025539842184497
6387.97811 2.9964426658978187
6388.07811 2.9774663953456657
6388.17811 2.6326104453856587
6388.27811 2.7203169104860017
6388.37811 2.2392160710731464
6388.47811 2.9721865436178767
6388.57811 2.395918701513282
6388.67811 2.9395923583985497
6388.77811 2.548108944781475
6388.87811 3.7866398175863285
6388.97811 3.8213204245865384
6389.07811 3.4888181725823872
6389.17811 2.7570409112381684
6389.27811 3.5330866348351044
